srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.197.145.155,38014,175.108.111.27,652,udp,CON,17.8640590682167,89257,9717,254,254,2,2,ftp,1745619.8263543362,338204.04250445054,133,129,262,0,0,101354968,677.8698142733583,220.71863441771782,0,2198,41.87619207264545,11.518513505603803,1422108210,1422123246,284.98796479492086,297.7166230677183,0.00021629737996651374,0.00138945176939272,0.0063849225761594824,0,1,0,0,0,10,1,19,1,8,5,5,Exploits,1
175.215.101.69,64450,175.26.218.161,131,udp,RST,2.6532271324527548,57623,49856,130,32,1,1,dns,1277594.2777192984,7668974.757781115,14,10,0,582,20991733,0,4068.699981848654,4615.123458833043,0,2252,9.48300859651608,54.60804608498606,1422043616,1422074090,397.5280753938004,462.7286325440148,0.0,0.0,0.0,0,5,0,0,0,14,7,2,19,1,1,4,Generic,1
175.38.11.17,9189,175.101.227.208,5770,udp,FIN,25.201817587061928,41680,15622,32,251,0,1,dns,9139516.837155709,4458607.6102624945,183,103,984,970,0,0,437.78923258444354,0.01,3,201,39.03537703158919,44.016153515889464,1422281472,1422321353,106.65405128785072,92.03240241256891,0.0,0.0,0.0072417332065126,0,2,0,0,0,15,5,2,20,10,10,8,Normal,0
175.134.73.225,50230,175.96.63.180,94,tcp,CON,4.305095567637116,42124,99347,66,67,3,5,ssh,8170348.170514457,2981019.643502501,108,130,39098,26295,1853198355,3514828010,530.439715454074,982.5471477730722,5,2109,53.835435091282584,65.84398239532342,1422197398,1422217843,149.94256860087424,86.66280030622576,0.0315525217099106,0.15288598619252827,0.27534449368919833,0,0,0,0,0,20,13,3,15,1,2,11,Fuzzers,1
175.158.173.90,10922,175.3.92.223,641,tcp,CON,12.131688111594709,19716,94832,37,39,5,4,dns,2194174.260672252,4044744.2205026974,87,42,48254,41454,3066925082,209652355,252.54568378929832,2255.721703030396,1,496,63.56086544088089,25.918394228473694,1422360830,1422365205,237.38647141783494,228.30847747125642,0.14680401777632995,0.22765188514795381,0.03445276885805534,0,3,0,0,0,4,10,19,16,9,5,2,Normal,0
175.70.195.199,36456,175.68.73.18,959,udp,INT,17.942732352327297,18710,55355,123,67,5,5,dns,1394814.3441110984,4053000.938512245,173,115,0,1417,14433231,46775848,279.1165488253219,1002.2661628537221,1,801,88.10205508415079,14.39344755507516,1422062581,1422089596,285.331345403829,186.07876496409926,0.008807032836874744,0.0,0.0,0,3,0,0,0,11,5,8,9,2,4,18,Normal,0
175.86.151.42,24367,175.34.143.148,914,tcp,REQ,2.4743763070449396,91969,61468,132,253,2,3,-,6595538.328949673,1459467.379037971,35,143,64807,4986,1207060148,2890505256,2485.5473996158053,322.99426161416136,3,2955,50.74198627382389,62.29106663966539,1422253305,1422255731,177.3380562334182,341.6187997307354,0.24901180286205418,0.07195475161649434,0.26254228471702123,0,5,0,0,0,3,20,2,8,9,1,5,DoS,1
175.86.2.81,50435,175.126.113.183,21,udp,INT,8.530349895159006,47127,18560,123,246,3,3,-,3576639.9986206796,3047409.576146431,141,31,0,0,0,80205289,178.15858903414053,154.3428592178662,1,4880,7.480565339771398,27.40872401940889,1422058686,1422078931,439.1089368089135,97.17335274433353,0.0023938033611811175,0.0,0.00961287200185951,0,5,0,0,0,4,3,2,17,1,10,19,Normal,0
175.3.192.168,26167,175.105.161.105,248,tcp,FIN,13.015464983909256,78112,35985,125,254,4,2,ftp,6169598.809483629,9883416.806751315,101,196,26353,55536,2374562525,741098320,790.014393946851,273.14214855503275,4,4409,52.229224634303264,99.6154,1422289294,1422310610,383.97926829274263,194.47035005778724,0.08129538546681349,0.2574253246490407,0.04021589865040202,0,1,0,0,0,5,4,7,17,7,6,18,Normal,0
175.196.127.38,2215,175.169.52.76,21,udp,CON,26.750883642066853,73782,81332,63,61,1,0,-,1962299.8283423595,7786917.240542444,54,73,0,0,0,14445657,1354.0455546735616,1502.0159228294858,1,3539,40.182807773587626,56.344103850887265,1421998828,1422012627,203.06524646326247,352.04006991466935,0.009451271535848764,0.0039033055129655005,0.0,0,4,0,0,0,17,5,13,4,8,7,1,Normal,0
175.110.158.144,45493,175.116.112.84,21,icmp,REQ,27.668245754791926,85026,32669,60,32,2,0,smtp,9103893.930724459,9659969.102473356,169,30,0,0,0,7044295,545.5826375129806,1315.769143054354,1,4679,61.424066377246106,34.40813944141035,1422509170,1422541456,398.056407919251,404.6054141002638,0.0,0.0,0.0,0,3,0,0,0,19,12,18,5,7,5,3,Normal,0
175.174.181.213,7165,175.149.191.180,1362,tcp,CON,15.509176404603442,93340,97188,254,32,2,4,http,1740365.0418254242,1201535.4149145714,103,57,59099,24677,3068582689,1775832814,687.4291830412857,1442.5811797294539,5,4885,13.910426225925207,89.9936737271504,1422401311,1422446670,335.10951986744595,486.0444995082641,0.06721977114044533,0.1492522374390491,0.16514535248725964,0,0,4,0,0,14,19,16,17,3,10,6,Normal,0
175.100.182.128,49002,175.235.6.216,55506,tcp,INT,23.765880614651543,68065,26557,65,130,5,0,ftp,3943651.4416322582,1215861.9197160974,81,128,7816,36692,3845176232,247097879,894.0445629725547,449.12932119955053,4,4343,25.73079772256722,27.667018378339712,1422126459,1422154359,351.308793131539,325.4694514836394,0.12982137195020166,0.20205272703607777,0.13779444036336316,0,0,0,0,0,9,18,9,3,4,2,5,Normal,0
175.238.224.90,33723,175.107.190.171,296,tcp,INT,7.5584254289079755,69409,53227,32,37,1,0,-,2555922.7350789863,2999977.0067067654,95,168,9601,40080,459684294,180306737,586.4480872002631,95.81848727405051,1,1647,88.2312499543885,58.72338773117117,1422019400,1422037336,18.188364165385757,78.98342360691852,0.29669295142218594,0.23977229078420811,0.21733979413899435,0,4,0,0,0,12,1,3,10,4,8,9,DoS,1
175.220.74.168,36894,175.80.162.18,598,tcp,INT,3.3736103485712476,40892,20162,36,127,3,3,smtp,3292432.5565306153,7216348.720722466,164,189,35510,21606,3349456862,564211437,84.35307241229984,231.60296721459196,1,172,75.80944235025451,59.64893519464695,1422212795,1422210119,303.5503889240075,309.28022433441,0.30437709793887313,0.06991322005986769,0.005553233761959084,0,0,0,0,0,16,5,17,20,8,6,6,Normal,0
175.162.132.135,37480,175.181.66.158,21,icmp,INT,21.94654874408274,65474,62919,68,66,5,2,-,9997587.3285,129279.93014829858,14,121,0,0,43758849,0,9270.572506454017,692.0131750879116,5,985,74.13049539360878,18.172173262702593,1422363666,1422390591,203.2291165890699,171.53002444290334,0.003754930888486027,0.001500829412110437,0.0021017713033625587,0,4,0,0,0,7,1,7,10,5,2,10,Normal,0
175.13.72.254,7969,175.246.27.109,21,udp,FIN,5.080291427767236,31875,71873,254,123,0,1,smtp,5932795.577073071,635747.3557576905,187,185,1796,147,0,0,226.49865014750716,227.41341921350374,0,3587,42.73535893637949,59.29008625918561,1422351800,1422368888,112.00725442979153,67.12221572790045,0.0,0.005419266501232671,0.004781994333144023,0,2,0,0,0,18,4,11,11,5,3,1,Normal,0
175.14.20.246,55599,175.99.3.126,1432,icmp,RST,11.06372019339181,38266,72939,254,254,4,1,smtp,8294968.599499848,3048254.7642566506,34,181,0,0,27954070,48171316,1461.7721006376971,564.480873237698,5,921,45.47579786014352,42.339309796750065,1422200556,1422205686,43.00753220777396,57.17646007983605,0.011510507274143492,0.005400915392344595,0.0,0,2,0,0,0,4,12,3,8,2,6,6,Normal,0
175.21.105.133,61842,175.184.198.121,587,udp,INT,1.6086991686954926,86851,43742,33,128,5,2,ssh,5736523.656152863,5698155.716141489,94,160,0,0,115794906,0,1084.0961785436693,605.8563416987547,3,3043,58.68348817456588,92.0875684657368,1422000407,1422004997,241.3438220819054,180.71708645673812,0.0013025931240920052,0.0,0.0008539301001369731,0,1,0,0,0,17,13,12,12,8,8,20,Normal,0
175.52.175.252,16286,175.43.88.11,21,tcp,FIN,29.301555674441186,67940,69460,60,124,2,2,-,3862392.109766555,7924177.152108072,175,156,6595,44552,365255953,2961427569,171.6098055979094,602.948266701337,2,2154,70.7291368868231,65.6634262602464,1422079675,1422127033,167.6920741653971,293.53090199945797,0.07596686873038345,0.10520527001012787,0.29093230280076027,0,5,0,0,0,13,5,20,3,5,9,13,Normal,0
175.214.205.227,23415,175.155.160.233,21,icmp,FIN,8.702273729958392,70394,78155,69,254,3,5,dns,1920957.27320633,5271005.449078164,164,163,0,0,23440178,0,294.08844997009567,335.5942920489109,3,2761,87.5733505149262,80.2966699492405,1422356434,1422366840,385.90373009972285,454.9344467531291,0.002191696413997989,0.002022458891331316,0.0011110596379659858,0,0,0,0,0,2,18,11,13,3,9,18,DoS,1
175.69.85.13,7806,175.240.79.217,15153,icmp,FIN,18.37127767779176,47183,74175,129,254,1,3,-,1749855.950373915,915055.0269810086,62,44,485,49,0,856858,900.6497208455917,1877.781070016713,5,4969,76.27792690138239,5.0587597682096135,1422318759,1422340885,55.496956342170876,138.3913842881923,0.0,0.0014920085496523982,0.01314418594798791,0,4,0,0,0,16,13,18,18,7,9,15,Backdoor,1
175.89.164.28,43949,175.230.193.35,426,udp,RST,5.480299427567864,35913,64759,254,122,1,1,http,7497614.868817627,4311862.601487252,131,50,619,0,16909149,24355112,312.67980422239674,1117.6104299474152,0,4734,1.7236935118447332,95.43567399731057,1422040290,1422025059,110.26157735530956,400.47243183276333,0.0008379076580503323,0.0,0.0,0,0,2,0,0,15,19,18,3,6,3,17,Normal,0
175.6.4.246,47278,175.54.173.219,21,tcp,INT,4.132129313426461,99864,72901,254,67,2,2,smtp,4816390.394603653,2394761.7906674966,138,181,36349,15648,268424366,2264363038,681.8499763472428,397.9709935852025,0,4175,87.554585556238,41.44087610114381,1421940991,1421943819,463.38612105316923,7.271700799587847,0.21241826974090897,0.03734916101918681,0.20111888485191623,0,1,0,0,0,13,4,16,6,2,4,4,Reconnaissance,1
175.150.42.83,4318,175.115.226.212,275,tcp,REQ,4.542981683978885,36521,4111,253,51,5,1,ftp,2530119.16296381,2275717.16818345,166,53,19419,0,1223357002,4168049115,326.2617095131719,177.89514938853753,4,4027,85.98933618110465,40.951961465486754,1422512128,1422500843,498.29620465775844,102.49525959581298,0.09429733726763558,0.14950632779461068,0.11551597222275209,0,4,0,0,0,14,9,12,9,7,6,11,Fuzzers,1
175.229.119.137,53178,175.122.158.248,379,udp,RST,27.708397751950088,28459,47014,252,254,2,3,dns,4865001.926212551,4153992.688977371,47,53,0,0,26163370,1226821,595.2016162639244,1154.6464488783686,4,1254,86.62606644898216,6.063572204715033,1422437832,1422448767,435.36414716540463,287.09468211925616,0.0015969021967443201,0.006122176045511324,0.0,0,0,0,0,0,16,3,10,3,3,5,15,Normal,0
175.193.126.27,51578,175.167.98.211,957,udp,INT,2.95506885543049,94161,55586,247,38,0,0,smtp,4007368.541038103,1349882.4644073434,53,115,0,869,25292827,17082216,1716.2441557513512,854.9066040575703,0,3005,69.17895222545083,41.31917767002842,1422515971,1422525046,267.40321793425545,195.7142523422334,0.0018403840986555488,0.0037351407896845613,0.005208864812117477,0,2,0,0,0,19,16,15,15,8,7,6,Normal,0
175.201.191.204,11526,175.173.187.194,21,tcp,CON,15.117760043085427,63515,3261,32,32,1,5,ftp,3449260.32090473,4772381.328022418,111,39,16958,42709,1434706738,3668240692,781.4788162644134,0.01,4,2863,48.61857111568128,47.53042294080101,1422426639,1422456537,371.15104384722065,152.01190439421921,0.4028572267315205,0.10277536611832574,0.20803510128077424,0,3,0,0,0,1,20,16,9,10,10,8,Normal,0
175.38.11.17,9194,175.101.227.208,6269,udp,FIN,24.68806201356745,44474,15848,34,254,0,1,dns,9428899.611141643,4299309.153903608,185,103,846,0,0,0,528.2546805660963,156.49351569839536,3,291,38.978490693403586,41.69166351956387,1422303945,1422325023,103.87174771419055,81.70150952178956,0.0,0.0054830201933188044,0.0,0,2,0,0,0,15,5,3,20,10,10,8,Normal,0
175.200.199.17,65405,175.28.59.214,21,tcp,FIN,15.71559919043463,9275,8139,68,128,0,0,-,9270246.426625144,3768111.194728724,12,152,36493,12185,2633651702,1405219645,776.9926638103112,0.01,3,3244,77.81224147691891,88.00814800369378,1422482595,1422505413,106.02108176805896,300.6093875285269,0.2254796931066289,0.1303048474127644,0.040518959021018236,0,5,0,0,0,12,8,8,9,1,8,15,Normal,0
175.61.70.83,12820,175.109.23.152,1267,icmp,REQ,3.7671065476123626,20042,99752,250,74,5,2,-,5711297.8824895965,4544233.20726617,155,5,165,0,0,70952060,0.92,8953.667423283392,1,757,78.85118311566113,63.01333472820347,1422332822,1422318586,380.1929329745942,1.366,0.0,0.0,0.0,0,3,0,0,0,3,1,1,6,2,10,10,Normal,0
175.27.108.223,18056,175.11.216.70,1576,udp,REQ,3.08470833032252,8645,36889,249,32,2,5,ssh,4385716.161058336,3919367.963520563,54,170,855,0,83510221,0,0.92,0.01,2,1471,80.42554801627345,10.675356467668722,1422384920,1422376204,163.19182576113994,377.38384744051535,0.00544158930368294,0.00464012649651217,0.0,0,1,0,0,0,7,12,14,16,8,9,6,Normal,0
175.10.70.98,13359,175.56.173.240,678,tcp,INT,7.209490559868429,47741,86243,63,254,5,0,ftp,1147403.2176683238,8715852.383513372,37,49,25181,48867,3035366231,2730025974,1627.7735660758192,1194.8665112044196,0,4825,18.379915827305144,54.026888406124684,1422079863,1422083334,156.2175251846591,28.561898001270382,0.3895924178121466,0.25442268939808854,0.2555053775726902,0,4,0,0,0,7,3,16,20,2,3,17,Normal,0
175.124.190.184,51814,175.99.21.231,292,udp,CON,14.896415615794297,55737,43239,32,253,2,3,ftp,1894369.944516011,6640076.381140938,15,92,0,485,0,0,3591.8474570278586,250.69315819813167,5,4880,22.34874260024014,80.28878061819145,1422408848,1422426999,238.58690812482894,190.68182858825725,0.0,0.0,0.003111431928025194,0,4,0,1,4,8,5,3,1,3,10,3,Generic,1
175.62.69.219,62899,175.37.231.45,707,udp,REQ,29.983354,91241,43953,123,32,4,4,ssh,3127777.48690667,2931076.5936636426,43,184,26,1857,0,49240724,2309.757340476425,0.01,5,1400,83.95888496503711,50.225949635654054,1422035604,1422074549,499.0681855916367,396.0501383356529,0.00037455508341403674,0.0015716259588380685,0.0,0,1,0,0,0,16,2,12,18,10,6,15,Normal,0
175.219.130.79,33945,175.188.146.167,460,udp,FIN,4.576364608317814,28426,9942,34,61,1,1,http,9558673.004113968,9923261.37512021,72,195,0,580,0,0,163.8190806173864,0.01,4,4061,68.22156425210949,62.1434762511276,1422000862,1422021559,223.9049854601389,452.2305026333114,0.0,0.0,0.0,0,3,1,0,0,8,10,7,16,3,1,7,Normal,0
175.9.254.39,26718,175.0.19.171,681,icmp,INT,21.553410489146795,49237,76453,32,253,3,3,-,3893663.6555459932,7256794.8351586545,18,140,0,64,60638006,27265514,2804.9996528504153,595.9084456176099,1,11,37.20893530971045,70.21560903490968,1422423840,1422441675,77.53551294775455,261.6744349885975,0.0,0.0030421940825137044,0.0022888696770836468,0,2,0,0,0,11,10,13,2,2,6,17,Normal,0
175.85.101.113,28078,175.58.19.227,1084,tcp,RST,19.921966016444483,71853,63240,64,247,3,0,ftp,2950942.348607779,4589334.349322124,77,182,35773,40197,2819087282,538638391,707.3797153690675,0.01,4,1582,79.67477539738329,96.04484074825777,1422329360,1422326422,254.06407277568056,113.4691593378028,0.23360352736492845,0.2798633822155976,0.27663417670050566,0,5,0,0,0,5,6,17,16,1,6,14,Generic,1
175.220.147.201,58963,175.8.81.33,21,icmp,INT,25.33867857623959,4951,81817,74,253,5,4,ssh,6945770.18625044,2225875.5494978856,80,170,0,0,0,126477713,219.55272217907972,126.50798846499504,1,2540,88.47682933366049,31.47959652452863,1422459033,1422494202,275.8994341344685,39.89229242326054,0.007522498206921757,0.0005194631576696399,0.0,0,0,0,0,0,10,12,15,19,9,8,2,Normal,0
175.33.158.102,27980,175.245.210.197,1234,icmp,CON,2.1923120063622523,39630,84155,32,254,3,5,ftp,5097119.961654472,1153416.4712482516,199,142,0,270,90245966,0,277.5574138528799,653.7873805422121,5,4812,19.217730109198392,94.45974964715099,1422387880,1422386814,254.6047864456228,435.7217196319157,0.005735649191824274,0.0,0.0,0,6,0,1,1,10,6,7,11,4,6,17,Normal,0
175.168.48.234,62154,175.188.129.129,21,tcp,RST,8.263152124285863,82532,35293,254,254,0,5,dns,6731113.573759103,2883791.452927023,15,146,2588,62109,2667719233,1984396869,5640.13513553326,24.82836716833296,3,4508,83.21699642259927,2.004295053328279,1421959512,1421938067,301.3378456521674,347.06546203398585,0.35146720505310225,0.05501634880474914,0.2561124648051836,0,0,0,0,0,14,4,2,15,1,6,5,Normal,0
175.43.152.146,52307,175.236.93.97,57146,tcp,INT,13.176266936262676,21882,70952,254,122,4,5,dns,7148299.372353208,4829518.040518514,106,115,55430,54178,1913165205,3428939203,309.50615823413847,870.0718189509862,0,1273,61.92192324655735,28.705535834395075,1422167057,1422193022,280.7135953103495,174.592607101347,0.30124143678197146,0.27944578476876464,0.2603131580581816,0,0,0,0,0,13,5,13,1,8,9,15,Normal,0
175.255.157.128,26795,175.11.46.242,22,tcp,REQ,29.000599,28239,76460,128,32,0,2,-,4948942.0353,8823394.7637,168,173,61680,37453,2305069227,3638577630,168.09,441.97,3,1097,88.2456,72.7508,1422350256,1422379256,182.9687,200.2908,0.285141,0.058397,0.165967,0,0,0,0,0,13,17,15,18,5,10,20,Normal,0
175.228.189.207,47399,175.89.133.201,375,icmp,CON,6.494502115717047,68912,4501,126,34,1,4,smtp,9260624.801470004,1451750.7752204153,124,191,325,95,0,0,637.6908369294706,220.30136281558435,3,3145,22.297807273736247,43.84676213689406,1422119422,1422106777,102.3697025563556,359.0863446884957,0.011325802519938586,0.008089761529109672,0.005127800980460241,0,2,0,0,0,2,9,4,2,3,8,13,Exploits,1
175.241.225.82,37955,175.137.99.215,284,icmp,FIN,9.99750570030184,46175,27933,251,127,5,0,http,6752657.171740796,4337870.745642952,107,91,0,0,40691640,26295648,91.12550947786349,0.01,0,2769,56.87072520323908,10.154406989429184,1422300844,1422331339,313.9622365320788,314.16525732478266,0.0,0.0008189618973336763,0.0,0,3,3,0,0,8,19,5,18,4,7,19,Normal,0
175.51.226.181,40058,175.97.66.119,21,udp,FIN,27.74906694219856,92096,98589,129,32,1,5,-,7393675.602182117,695096.3650048525,1,99,107,0,85999172,0,31039.87349924601,1198.7273342253854,2,1680,98.69526601376427,78.76409881255215,1421939210,1421968786,94.80708562066997,452.3111044442368,0.0,0.004266017609881609,0.00564076191222744,0,0,0,0,0,1,9,12,5,1,4,14,Exploits,1
175.11.222.124,35418,175.139.168.241,21,icmp,CON,29.073319004210482,51218,6951,125,134,0,1,ssh,5560266.597209584,8279619.526887574,53,63,0,0,39335259,83569833,1028.5419954735262,0.01,3,1298,93.2302135523462,67.23802528204949,1422451117,1422485011,172.32389145113467,383.2533737366861,0.0014305865575712643,0.0,0.0,0,3,0,0,0,19,11,10,3,4,3,20,Normal,0
175.218.29.207,48238,175.55.198.244,21,icmp,RST,8.80368632239753,70039,60843,254,126,1,3,-,4653531.463958526,9954828.35203166,58,34,0,687,0,3661107,1282.8038131706794,2290.711362460271,0,2232,78.47998210790126,97.10319104581289,1422007559,1422023854,492.8278111155974,394.3468656856139,1.6467218826083718e-05,0.0031780610130621415,0.002132927895003911,0,2,0,0,0,11,19,13,2,10,5,12,Generic,1
175.69.153.83,12458,175.102.245.81,325,udp,INT,29.183127288798577,36895,95978,254,63,2,3,-,2718811.6172781405,7840854.221344981,94,32,25,1283,7650072,71787424,526.7778684808201,3098.2715261689923,4,1547,61.07704527631025,51.96317367075433,1422507739,1422545066,16.552937852747633,366.6535788906325,0.0,0.0,0.001365838908128514,0,5,0,0,0,7,15,10,3,7,8,5,Normal,0
175.199.5.144,44882,175.101.39.186,37,icmp,REQ,4.846920720481368,87710,97051,128,33,1,3,-,9508160.528702646,4987913.39827076,86,30,0,2206,0,23689198,1154.191090459882,3335.3223567920263,5,3289,26.47327729354994,73.75405265695305,1422408262,1422420928,480.44632695786396,423.5116571365623,0.0,0.0,0.0,0,5,0,0,0,15,19,4,2,4,4,13,Fuzzers,1
175.232.37.181,8510,175.161.19.111,52,icmp,INT,24.139375446569332,40799,25294,37,32,1,1,dns,5815443.150570503,8617432.051178038,59,173,716,0,0,0,605.6687551358341,0.01,1,2321,46.85113232700876,47.25349650936009,1422121279,1422147737,370.01484759054847,147.19621360524886,0.0,0.0,0.0,0,1,0,0,0,3,17,7,1,7,2,16,Normal,0
175.217.211.25,17621,175.237.129.91,745,tcp,FIN,22.781009696687548,5562,15567,254,67,1,3,ftp,383301.2555945774,3926832.652984464,184,76,40438,58947,3358898340,3562802242,14.96858559821046,367.69422390674583,1,1480,7.563200590613668,97.6054876256049,1422204664,1422221150,433.5792933861779,49.55058339912203,0.2644011561074087,0.0,0.03233914981262324,0,1,0,0,0,15,13,20,16,5,10,20,Reconnaissance,1
175.194.167.55,49214,175.232.167.87,361,tcp,FIN,8.321693243302573,58719,32084,32,253,0,5,dns,5518440.203192222,9821321.96866977,93,51,9643,4567,3218244708,4059474275,805.3751750868158,401.2981204762175,1,217,61.95444609662346,22.428072534396367,1422441116,1422438414,335.1032863691806,281.7785337987609,0.11704182806969587,0.2107754896310277,0.22459119193190025,0,1,0,0,0,20,20,4,6,5,2,20,Normal,0
175.39.47.66,35098,175.18.150.34,638,udp,INT,28.342602041955526,5161,48564,33,125,1,3,-,9236468.842461685,4609715.187420947,191,13,160,448,0,59240894,205.78143445625716,3790.518684555413,4,858,13.858439860299905,15.545586953767582,1421959150,1421964869,474.33946432129585,479.3321989826993,0.0,0.0,0.0,0,6,0,0,0,2,17,7,12,7,7,20,Normal,0
175.255.157.128,26872,175.11.46.242,21,tcp,REQ,28.532032922777717,30284,76345,136,32,0,2,-,4975163.295768854,8784874.263095766,170,174,61211,37842,2381776566,3756714749,62.88678026150396,420.4536035279009,3,1170,87.71550171245401,73.00648578186731,1422350947,1422388315,180.23335493519676,191.73226685920102,0.2871982844848136,0.057187726580468744,0.16191434244613231,0,0,0,0,0,13,17,15,18,5,10,20,Normal,0
175.97.188.209,58843,175.2.26.67,21,tcp,CON,2.3945806355553687,41035,8533,120,126,5,4,ftp,7883452.578316005,3904079.3544353265,180,50,17101,62751,552837125,3924497527,41.09202879934449,427.1286822281925,5,3724,67.24568178821103,54.917044824438726,1422158065,1422182585,300.53614722406917,344.10414128915977,0.4834478957041481,0.10096171181372428,0.2205335720592063,0,1,0,1,2,3,12,18,8,4,2,3,Generic,1
175.134.73.225,50386,175.96.63.180,40,tcp,CON,5.934241821438646,42405,97303,64,57,3,5,ssh,8433689.668805858,3035383.164390607,105,130,37574,29090,1855503429,3533771246,512.2546795442174,955.992540641002,5,2013,55.39834424797514,65.57984314162037,1422186833,1422198359,135.59323795093533,88.6268074976343,0.029629752202036827,0.14819687063780604,0.27488448536634397,0,0,0,0,0,20,14,3,15,1,2,11,Fuzzers,1
175.238.226.114,58329,175.109.242.204,63871,icmp,RST,21.766143519697454,87342,10055,126,122,0,1,-,6542128.771824952,2123221.9976532524,44,37,0,669,122164134,0,1809.023076944302,696.6437400409352,0,399,25.5010279525324,46.60023489567201,1422003501,1422026082,219.23211230266804,451.3890776274246,0.0,0.0035447699233571717,0.0,0,4,0,0,0,7,13,15,13,4,3,1,Exploits,1
175.36.116.234,30007,175.132.208.100,1152,tcp,CON,12.469895663917125,4828,52304,34,32,5,5,dns,6441345.992680499,7432380.550576106,149,10,10394,47672,440764679,411936396,16.477838675850244,4045.604132868849,3,3059,37.2844066412782,66.71913205174745,1422415060,1422443911,89.66553760124678,102.24490752993515,0.36425732472976624,0.23733114262337643,0.2613381458320409,0,2,0,0,0,5,10,12,1,9,9,5,Exploits,1
175.7.78.88,33223,175.128.89.90,434,icmp,INT,1.0675097072089161,46032,19816,133,43,1,1,http,6233593.882449308,3365235.2303456697,183,113,409,0,0,0,343.8994991788613,211.87086089594442,0,3639,6.407110958371461,23.844604004822063,1422478383,1422503692,145.56106224221108,77.12751528472253,0.0,0.008966758508414075,0.0,0,4,2,0,0,2,4,3,14,9,9,1,Normal,0
175.61.229.45,13577,175.85.108.207,106,icmp,RST,12.66189604186828,88592,56008,65,62,4,2,smtp,3160981.5266300864,7378049.061525681,20,22,0,0,1989579,130641718,5006.47743978179,2607.3022022786017,3,4606,40.647530662156626,34.09243135446789,1422218169,1422230405,265.7510454020428,451.50552794692175,0.0025880494882744537,0.0,0.0002752905365087865,0,0,0,0,0,20,19,17,14,2,7,5,Normal,0
175.132.90.141,62447,175.242.255.226,21,icmp,FIN,6.142931320774347,95414,24780,33,253,2,1,dns,1466958.2026074678,697029.8107222667,182,104,0,1042,0,51946288,580.869604338413,0.01,4,2440,71.46090313878908,50.47928854242143,1422248219,1422254730,200.0918705563111,69.32727690751345,0.008709019308419493,0.0,0.0,0,1,0,0,0,14,5,12,17,7,4,4,Generic,1
175.142.74.24,49339,175.165.65.47,176,tcp,RST,8.743824257689512,56194,62789,254,128,1,5,-,8800896.919779684,3826972.3883384643,144,133,65422,30321,1753814963,3179677894,97.6244412430791,913.1710491034881,5,767,22.840737407502818,1.2470002084859304,1421948106,1421962779,184.2705629670988,225.54875504985122,0.07408370036854711,0.03229105082116737,0.27664414858743536,0,2,0,0,0,5,10,15,4,9,7,8,Normal,0
175.58.36.122,49944,175.40.216.175,608,icmp,FIN,25.543091869842282,70910,98528,254,60,3,2,-,2584981.783872413,9818025.135979572,163,40,1168,0,136563263,102424002,487.22774655045214,2671.4657766303612,0,4291,59.683851383370154,32.227774937148304,1421982247,1422019305,193.0137025507654,1.366,0.006716119376964,0.005891076244135487,0.0005042675685397343,0,0,0,0,0,20,19,10,5,5,9,19,Generic,1
175.3.104.78,17151,175.108.70.196,1194,tcp,REQ,3.761336151212542,65333,97633,254,61,1,3,http,5337616.187516714,2316671.5649353312,144,171,47632,8514,3187105810,1826031757,580.4750127208594,14.693617207264538,3,584,84.62508469575987,58.63143220991449,1422531520,1422532764,197.12175473576414,314.69202806549936,0.14665660273657247,0.12108813391450327,0.28952387479018665,0,1,4,0,0,15,12,3,14,2,4,14,Exploits,1
175.93.178.137,48460,175.181.228.110,71,tcp,FIN,7.927241367346502,6603,26017,32,32,2,1,-,9997587.3285,8282355.9257053295,200,55,51518,19396,1806654366,3450859570,6.429380729129528,511.8162565626019,0,2937,59.36147374269955,53.264952042055,1422072163,1422086100,350.09156865037886,237.42870848698433,0.010532674604320658,0.29605422764121886,0.1204690188074199,0,3,0,0,0,4,10,11,19,1,2,4,Normal,0
175.225.209.66,26239,175.28.251.137,21,tcp,CON,8.986526847962896,57611,65518,64,133,1,2,dns,4946829.523432906,3918814.4336781264,78,7,5431,5853,1135214192,2321204354,769.6629625202354,10617.916049973574,2,2993,89.18415585373506,66.62570842339227,1422502500,1422498634,439.693139782291,431.04206825869176,0.18554696145171767,0.2760100456684884,0.11897619791680489,0,2,0,0,0,10,3,8,10,4,3,15,Exploits,1
175.94.164.120,22828,175.116.235.93,217,udp,REQ,28.987437713247267,31650,32923,36,62,0,5,ssh,4267332.6565064,3836341.331308112,128,17,0,791,23799257,21399693,66.40162448757755,2239.657879078025,4,347,89.85774230706859,52.145589372636195,1421942431,1421962687,288.67603940334294,493.1846206503547,0.0,0.0,0.0021184513726714197,0,4,0,0,0,11,19,15,11,10,6,3,Exploits,1
